Date,Brand-Names,Product-Description,Product-Types,Recall-Reason-Description,Company-Name,Terminated Recall
02/14/2022,Tolteca,Saladitos (Dried Salted Plums) and Saladitos con Chile y Limon (Dried Plums with Chili & Lemon),Food & Beverages,Potential to be contaminated with lead,Candies Tolteca of Fresno,Terminated
02/16/2022,"Sure, Brut",Aerosol deodorant and antiperspirant sprays,"Cosmetics, Drugs, Deodorant",Presence of benzene,TCP HOT Acquisition LLC dba HRB Brands,
02/17/2022,"Similac, Alimentum, and EleCare",Powder Infant Formula,"Food & Beverages, Foodborne Illness","Consumer complaints regarding Cronobacter sakazakii, Salmonella Newport.",Abbott,
02/17/2022,"Snack Worthy, Woody’s Smokehouse, Texas Best Smokehouse",Yogurt Raisins,Food & Beverages,Undeclared peanuts,Lehi Valley Trading Company,Terminated
02/18/2022,SIGMA Spectrum V8 and Spectrum IQ,Spectrum V8 and Spectrum IQ infusion pumps,Medical Devices,Potential for alarm malfunction,Baxter International Inc.,
02/18/2022,Numerous brand names,"Numerous human food, animal (pet) food, medical devices, and drug products","Animal & Veterinary, Cosmetics, Dietary Supplements, Drugs, Food & Beverages, Medical Devices",Potential Salmonella contamination and presence of rodent activity at the distribution center,"Family Dollar, Inc.",
02/22/2022,Vadilal,frozen custard apple pulp,Food & Beverages,Salmonella,Vadilal Industries Inc.,Terminated
02/24/2022,Snak Yard,Dried Plums/ saladitos,Food & Beverages,potential to be contaminated with lead,Alli and Rose LLC,
02/25/2022,Golden Medal Mushroom Inc.,Enoki Mushrooms,"Food & Beverages, Foodborne Illness, Produce",Listeria Monocytogenes,Golden Medal Mushroom Inc.,Terminated
03/03/2022,Chicago Sweet Connection Bakery,Coffee cake and paczkis varieties,Food & Beverages,"Undeclared egg, wheat, milk allergen",Chicago Sweet Connection Baker,Terminated
03/03/2022,B. Braun Medical Inc.,0.9% Sodium Chloride for Injection USP 250ML in Excel,Drugs,Fluid leakage and low fill volume may cause a lack in sterility,B. Braun Medical Inc.,Terminated
03/04/2022,Sprouts Farmers Market,Dark Chocolate Covered Cherries,"Food & Beverages, Allergens, Snack Food Item",Undeclared almonds,Torn & Glasser,Terminated
03/07/2022,"Similac, Alimentum, and EleCare",Powder Infant Formula,"Food & Beverages, Foodborne Illness","Consumer complaints regarding Cronobacter sakazakii, Salmonella Newport",Abbott,
03/07/2022,Tennessee Technical Coatings Corp.,Hand Sanitizer,Drugs,Product contains methanol,Tennessee Technical Coatings Corp.,
03/09/2022,Stutzman Farms,"Products containing einkorn: berries, flour, pretzel, more.","Food & Beverages, Allergens",Undeclared wheat,Stutzman Farms,Terminated
03/09/2022,Bantam Classic,Stuffed Bagels with Cream Cheese,Food & Beverages,Undeclared eggs,Damascus Bakery OPCO LLC,Terminated
05/06/2019,Southern States,Various animal feed,Animal & Veterinary,Elevated Aflatoxin Levels,"Cargill, Inc.",Terminated
05/07/2019,Titanium 4000,Titanium 4000 capsules,"Dietary Supplements, Nutritional Supplement",Undeclared Sildenafil and Tadalafil,D.B.P. Distribution,Terminated
05/03/2019,Baraka,Curry powder,"Food & Beverages, Spices, Flavors &  Salts",Due to Lead,"UBC Food Distributors, Inc",Terminated
05/23/2019,Pharm D Solutions,Sterile Compounded Drug Products,"Drugs, Generic Drugs",Lack of sterility assurance,"Pharm D Solutions, LLC",Terminated
05/24/2019,Norbrook,Veterinary injectable drug products,"Animal & Veterinary, Generic Animal Drugs",Product sterility cannot be assured,Norbrook Laboratories Limited,Terminated
05/29/2019,"Pecgen DMX,","PECGEN DMX, 16 oz, liquid cough syrup","Drugs, Over-the-Counter Drugs",Incorrect dosage on label,NOVIS PR LLC,Terminated
06/18/2019,RXQ Compounding LLC,All sterile human and animal products within expiry.,"Animal & Veterinary, Drugs",Lack of Sterility Process Assurance,RXQ Compounding LLC,Terminated
06/19/2019,Woodstock,Organic Grilled Red Peppers,Food & Beverages,Potential for Listeria monocytogenes,UNFI,Terminated
06/26/2019,Macleods,Losartan Potassium USP tablets and Losartan Potassium/Hydrochlorothiazide combination tablets,Drugs,Presence of NMBA impurity,Macleods Pharmaceutical  Limited,Terminated
07/11/2019,PROBAR,Multiple flavors of Meal Bars,"Food & Beverages, Meal Replacements",Undeclared Milk and Soy,PROBAR,Terminated
07/07/2020,Mylan,Daptomycin for Injection,Drugs,Presence of particulate matter,Mylan Institutional LLC,Terminated
07/08/2020,Lupin,"Metformin Hydrochloride Extended-Release Tablets, 500mg and 1000mg",Drugs,N-Nitrosodimethylamine (NDMA) Impurity,"Lupin Pharmaceuticals, Inc.",Terminated
07/09/2020,Sundial,Herbal Products/Dietary Supplements,"Food & Beverages, Spices, Flavors &  Salts",Misbranding & Unapproved New Drugs,Sundial Herbal Products,Terminated
07/13/2020,Wegmans,Pecan Blend Trail Mix,"Food & Beverages, Allergens, Snack Food Item",Undeclared Almonds and Walnuts,"Flagstone Foods, LLC",Terminated
07/14/2020,Bersih,Hand Sanitizer Gel,Drugs,Potential Methanol Contamination,Soluciones Cosmeticas,Terminated
07/22/2020,Fresenius Kabi,"Dexmedetomidine Hydrochloride Injection, 200 mcg/50 mL",Drugs,Cross contamination with lidocaine,Fresenius Kabi USA,Terminated
07/24/2020,"Born Basic, Scent Theory and more",Hand Sanitizer,Drugs,Undeclared methanol,Real Clean Distribuciones SA de CV,Terminated
08/01/2020,Jaloma,Hand Sanitizer,Drugs,Undeclared Methanol,Laboratorios Jaloma S.A. de C.V.,Terminated
08/04/2020,Command Brands,Hand Sanitizer,Drugs,Methanol Contamination,Roque Plast S.A. de C.V.,Terminated
08/10/2020,"(Becton, Dickinson and Company)",ChloraPrep™ 3 mL applicator,Drugs,Potential fungal contamination - Aspergillus penicillioides,"(Becton, Dickinson and Company)",Terminated
08/15/2020,SkinGuard24,All Day Hand Sanitizer,Drugs,Contains Methanol,SG24 LLC,Terminated
08/18/2020,Yacana,"Yacana Hand Sanitizer, 70% Alcohol",Drugs,Potential Presence of Methanol (Wood Alcohol) and sub-potent ethanol,Grupo Yacana México S.A.S de C.V.,Terminated
08/25/2020,"V-Klean, Medical Minded, Protz",Hand Sanitizer,Drugs,Potential presence of methanol (wood alcohol) and subpotent ethanol levels,Asiaticon SA de CV,Terminated
08/26/2020,Ronzoni,Smart Taste Extra Wide Noodle,Food & Beverages,Undeclared egg.,RIVIANA FOODS INC.,Terminated
09/01/2020,Red-E,Red-E male enhancement tablet,Drugs,Product contains undeclared sildenafil,"The Protein Shoppe, LLC",Terminated
09/03/2020,Leafree,Hand sanitizer,Drugs,Product is labeled as edible alcohol.,CorgioMed LLC,Terminated
02/10/2021,Dole,Sunflower Crunch Chopped Salad Kit,Food & Beverages,Undeclared wheat and tree nuts,Dole Fresh Vegetables,Terminated
02/10/2021,ManukaGuard,Allercleanse Nasal Spray,,Due to Yeast Contamination,NDAL MFG INC,
02/15/2021,Kowalski’s Markets,Buffalo Cauliflower Bites,"Food & Beverages, Allergens",Undeclared Fish (Anchovies),Russ Davis Wholesale,Terminated
02/15/2021,Brite Harbor,Caesar Dressing & Dip,"Food & Beverages, Allergens",Undeclared Anchovies,Litehouse Inc.,Terminated
02/16/2021,Adam’s Secret,Adam’s Secret Extra Strength 1500 and Adam’s Secret Extra Strength 3000 capsules,Drugs,Product contains undeclared sildenafil and/or tadalafil,Adamssecret.co,Terminated
02/18/2021,Aaron’s Gourmet Smoked Fish,Smoked fish products,"Food & Beverages, Food Compliance Programs, Fish",Lack of licensure and regulatory oversight by the state agency,Aaron’s Gourmet Smoked Fish,
02/19/2021,"El Abuelito, Rio Grande, Rio Lindo",Queso Fresco,"Food & Beverages, Foodborne Illness, Cheese/Cheese Product",Listeria monocytogenes,El Abuelito Cheese,
02/19/2021,Market District,Pretzel Platters and Pretzel Bags,"Food & Beverages, Allergens, Snack Food Item",Undeclared pecans,"Giant Eagle, Inc.",
02/22/2021,Urban Remedy,Beverages,Food & Beverages,Undeclared almonds and cashews,Urban Remedy,Terminated
02/23/2021,Medtronic Valiant Navion™,Thoracic stent graft system,Medical Devices,"Due to endoleaks, stent fractures and stent ring enlargement",Medtronic,
02/24/2021,"El Abuelito, Rio Grande, Rio Lindo",Queso Fresco,Food & Beverages,Listeria monocytogenes,"El Abuelito Cheese, Inc.",
02/26/2021,"Haug, Fresh Tyme  &  more",Taco products,Food & Beverages,Listeria monocytogenes,J&J Distributing,
02/27/2021,"El Abuelito, El Viejito and more","Queso Fresco, Quesillo, and Requeson Products",Food & Beverages,Listeria monocytogenes,El Abuelito Cheese,
03/01/2021,Quaker,Rice Crisps Sweet Barbecue Flavor,"Food & Beverages, Allergens, Snack Food Item",May Contain Undeclared Soy Ingredients,The Quaker Oats Company,Terminated
03/01/2021,Vitakraft,Vita Smart Hedgehog Food,"Animal & Veterinary, Pet Food",Potential to be contaminated with Salmonella,Vitakraft Sun Seed Inc.,Terminated
03/03/2021,"Bravo Packing, Inc.","Ground Beef and Performance Dog, frozen raw pet food","Animal & Veterinary, Food & Beverages, Foodborne Illness, Pet Food",Potential for Salmonella and Listeria monocytogenes,"Bravo Packing, Inc.",Terminated
03/03/2021,"Wilton, Tasty by Wilton, and Holiday Home",Sprinkle Products,"Food & Beverages, Allergens",May Contain Undeclared Milk,Wilton Brands,
03/03/2021,Ridley Block Operations,CRYSTALYX Sheep-lyx,"Animal & Veterinary, Food & Beverages",Elevated levels of copper,Ridley Block Operations,
03/03/2021,"El Abuelito, El Viejito and more","Queso Fresco, Quesillo, and Requeson Products",Food & Beverages,Listeria monocytogenes,El Abuelito Cheese,
03/05/2021,Kareem Chef,Tahina (Ground Sesame Paste),Food & Beverages,Potential for Salmonella,Kareem Mart,Terminated
03/06/2021,Hu,Chocolate Covered Hunks-Sour Goldenberries,Food & Beverages,May contain Undeclared Almonds,Hu Products,Terminated
03/08/2021,Alqosh,Sesame oil “Tahin”,Food & Beverages,Salmonella,Mediterranean Food Inc.,
03/09/2021,BRP Pharmaceuticals,Spironolactone TB 25MG and 50MG,Drugs,Incorrect strength displayed on the label,Bryant Ranch Prepack,
03/10/2021,MG Foods and Fresh to You,Sandwiches,Food & Beverages,Listeria monocytogenes,MG Foods,
03/11/2021,Sagent,Phenylephrine Hydrochloride Injection,Drugs,Lack of sterility assurance,"Sagent Pharmaceuticals, Inc.",
03/12/2021,Whole Foods Market,Cranberry Biscotti,Food & Beverages,Undeclared tree nuts (pistachio),Whole Foods Market,
03/16/2021,"Bravo Packing, Inc.","Pet food: Performance Dog, beef, green tripe, and bone","Animal & Veterinary, Food & Beverages, Foodborne Illness, Pet Food",Due to Potential Salmonella and Listeria monocytogenes,"Bravo Packing, Inc.",Terminated
03/17/2021,Heal the World,Hand Sanitizer,Drugs,Because they resemble water bottles; risk of ingestion,"PNHC, LLC d/b/a Heal the World",
03/18/2021,Mindo Chocolate Makers,Coffee Toffee Chocolate Bar,Food & Beverages,Due to undeclared milk,Mindo Chocolate Makers,Terminated
03/18/2021,Gelson’s,Yogurt Raisins,Food & Beverages,May contain undeclared Peanuts,Western Mixers Produce & Nut Company,
03/19/2021,"Fresh to You, MG Foods",Turkey wrap sandwich wraps,Food & Beverages,Due to possible Listeria monocytogenes,MG Foods dba Canteen Inc.,
03/22/2021,Taste of Inspirations,Parmesan Garlic Wing Sauce,Food & Beverages,Due to undeclared fish,Food Lion,Terminated
03/22/2021,Taste of Inspirations,Parmesan Garlic Wing Sauce,Food & Beverages,Due to undeclared fish,Hannaford Supermarkets,Terminated
03/23/2021,Bobo’s,Maple Pecan Oat Bar,"Food & Beverages, Allergens, Snack Food Item",Undeclared Peanuts,Bobo’s,Terminated
03/24/2021,Alembic,"Telmisartan Tablets, USP, 20 mg",Drugs,Incorrect Product Strength on Label,"Alembic Pharmaceuticals, Inc.",Terminated
03/24/2021,La Fe,Frozen Peppers & Onions,Food & Beverages,Potential contamination with small plastic pieces,GraceKennedy Foods LLC,Terminated
03/24/2021,Real Water,Water and Water Concentrate,"Food & Beverages, Contaminants, Bottled Water",Product may be linked to instances of non-viral hepatitis,"Real Water, Inc.",
03/24/2021,Durisan,Antimicrobial Hand Sanitizer,Drugs,Due to microbial contamination,Sanit Technologies LLC d/b/a Durisan,Terminated
03/25/2021,Zydus Pharmaceuticals,"Acyclovir Sodium Injection, 50 mg/mL, 10 mL and 20 mL vials",Drugs,Due to Crystalization,Zydus Pharmaceuticals Inc.,
03/24/2021,ChloraPrep; BD ChloraPrep,ChloraPrep 3 mL Applicator,Drugs,Potential Aspergillus penicillioides contamination,"(Becton, Dickinson and Company)",
03/25/2021,Imperial,Dietary Supplement for Male Enhancement,Drugs,Undeclared Sildenafil & Tadalafil,S&B Shopper LLC,
03/26/2021,PremierZen,Dietary Supplement for male sexual enhancement,Drugs,Undeclared Sildenafil and Tadalafil,Namoo Enterprise LLC,
03/26/2021,Kareem Chef,Flavored Halva,"Food & Beverages, Foodborne Illness",Potential Salmonella Contamination,Kareem Mart,Terminated
03/27/2021,Trident,Pacific Salmon Burgers,"Food & Beverages, Contaminants, Seafood/Seafood Product",May contain small pieces of metal,Trident Seafood Corporation,
03/27/2021,Multiple brands,Dog and Cat Food,"Animal & Veterinary, Food & Beverages, Foodborne Illness, Pet Food",Potential Salmonella Contamination,Midwestern Pet Foods,Terminated
03/29/2021,Thumbs Up 7,Dietary Supplement for male sexual enhancement,Drugs,Undeclared Sildenafil and Tadalafil,Antoto-K,Terminated
03/29/2021,Harris Teeter Fresh Foods Market,Cookies and Cream Cake Products,Food & Beverages,Due to undeclared hazelnut,"Harris Teeter, LLC",Terminated
03/29/2021,Sabra,Classic Hummus,Food & Beverages,Salmonella Contamination,Sabra Dipping Company LLC,Terminated
03/30/2021,Thumbs Up 7,Blue 69K Dietary Supplement for male sexual enhancement,Drugs,Undeclared Sildenafil and Tadalafil,Bit & Bet LLC,
03/31/2021,"Thumbs Up 7, Shogun, Krazy Night",Dietary Supplement for male sexual enhancement,Drugs,"Undeclared Sildenafil, Tadalafil, Vardenafil",Ummzy LLC,Terminated
03/31/2021,"Thumbs Up 7, Shogun-X, 69MODE",Dietary Supplement for male sexual enhancement,Drugs,"Undeclared Sildenafil, Tadalafil, Vardenafil",Nuri Trading LLC,
03/31/2021,Dave’s Supermarket,Chocolate Malt Balls and Chocolate Malted Milk Balls,Food & Beverages,Due to undeclared wheat,b.a. Sweetie Candy Co,
03/31/2021,"Harris Teeter, Dawn Food Products","Cookies and Cream Cake, Vanilla Bean Waterfall Cake",Food & Beverages,Due to undeclared hazelnut,Rise Baking Company LLC,Terminated
03/31/2021,Apotex Corp.,Guanfacine Extended-Release Tablets 2mg,Drugs,Trace amounts of Quetiapine Fumarate,Apotex Corp.,
04/01/2021,"PremierZen Platinum 5000, Triple SupremeZen Gold 3500",Dietary Supplement for male sexual enhancement,Dietary Supplements,Undeclared Sildenafil and Tadalafil,NANA Collection LLC,
04/02/2021,"A-S Medication Solutions, LLC","Acetaminophen Extra Strength 500 mg Tablets, 100 ct. bottles contained in Health Essentials Kits distributed by Humana",Drugs,Products contain an incomplete prescription drug label,"A-S Medication Solutions, LLC",
04/03/2021,"APS Isomorph, iForce Nutrition Mass Gainz",Dietary supplements,Food & Beverages,"Due to undeclared milk, wheat, soy, egg allergens","Hi-Tech Pharmaceuticals, Inc.",
04/05/2021,"IMPERIAL Gold 2000, PremierZEN Extreme 3000, BURRO en PRIMAVERA 60000 & IMPERIAL Platinum 2000",Dietary Supplement for male sexual enhancement,Drugs,Undeclared Sildenafil and/or Tadalafil,QMART,
04/06/2021,"PremierZEN Extreme 3000, PremierZEN Plus 5000, & Triple SupremeZEN Plus 3500",Dietary Supplement for male sexual enhancement,Drugs,Undeclared Tadalafil,Yolo Studio,
04/07/2021,Glutenull,Goji Berries and Chocolate Cookies,Food & Beverages,Product may contain undeclared milk,Glutenull Bakery,Terminated
04/09/2021,NS NY Distributor Inc,Premium Orgazen 7000 and Ginseng Power 5000 capsules,Drugs,Undeclared Sildenafil and/or Tadalafil,NS NY Distributor Inc,
04/10/2021,Hostess,SnoBalls,Food & Beverages,Undeclared coconut,Hostess Brands LLC,
04/12/2021,Meow Mix®,Meow Mix® Original Choice Dry Cat Food,"Animal & Veterinary, Pet Food",Potential Salmonella Contamination,J. M. Smucker Co.,
04/13/2021,Torn & Glasser,Dark chocolate espresso beans,Food & Beverages,Undeclared walnuts,Torn & Glasser,Terminated
04/14/2021,Trader Joe’s,Restaurant Style White Corn Tortilla Chips,"Food & Beverages, Allergens, Snack Food Item",Product may contain undeclared milk,Snak King Corporation,Terminated
04/20/2021,ChloraPrep,ChloraPrep™ Hi-Lite Orange™ 26 mL Applicator,Drugs,Defective applicator,"Becton, Dickinson and Company",
04/20/2021,Guan's,Enoki Mushroom,"Food & Beverages, Foodborne Illness",Potential for Listeria monocytogenes,Guan’s Mushroom Co.,Terminated
04/22/2021,Golden Medal Mushroom Inc.,Enoki Mushrooms,Food & Beverages,Potential Listeria monocytogenes,Golden Medal Mushroom Inc.,
04/22/2021,Jule's,All Jule's Foods Products,Food & Beverages,Potential for Salmonella,Jule's Foods,Terminated
04/22/2021,S&W and O Organic,Organic Black Beans and Organic Chili Beans,"Food & Beverages, Foodborne Illness, Organic Food / Home Grown",Potential for Clostridium Botulinum,"Faribault Foods, Inc",Terminated
04/23/2021,Wolfies Roasted Nut Co.,Crunchy Cheddar & Jalapeno Nuts,"Food & Beverages, Allergens",Undeclared milk allergen,Wolfies Roasted Nut Co.,Terminated
04/27/2021,Multiple brand names,Ice Cream,Food & Beverages,Potential Listeria monocytogenes contamination.,Velvet Ice Cream,
04/28/2021,Kroger and Stop & Shop,Caramel Rice Cakes,Food & Beverages,Undeclared milk,"Basic Grains Products, Inc.",Terminated
04/28/2021,Ulta Beauty Collection & SS,Scented Hand Sanitizer,Drugs,"Presence of Methanol (Wood Alcohol), Benzene and Acetaldehyde","Scentsational Soaps & Candles, Inc.",Terminated
04/30/2021,Acella,"NP Thyroid (Thyroid Tablets, USP)",Drugs,Sub potency,"Acella Pharmaceuticals, LLC",
05/03/2021,Evolve,Evolve Protein Shakes,Food & Beverages,Undeclared soy,"CytoSport, Inc.",Terminated
05/04/2021,Crazy Fresh and Quick & Easy,Veggie Pizza,Food & Beverages,Undeclared soy,Russ Davis Wholesale,
05/04/2021,"Hospira, Inc.","0.5% Bupivacaine Hydrochloride Injection, USP 30 mL and 1% Lidocaine HCl Injection, USP 30 mL",Drugs,Due to mislabeling,"Hospira, Inc.",
05/04/2021,"Hospira, Inc.","Sterile Water for Injection, USP, 100 mL Single Dose Glass Fliptop Vial",Drugs,Due to visible particulate,"Hospira, Inc.",
05/05/2021,Ruffles,Ruffles all dressed flavored potato chips,Food & Beverages,Undeclared milk,Frito-Lay,
05/05/2021,Hershey's,Hershey’s Chocolate Shell Topping,Food & Beverages,Undeclared almonds,The Hershey Company,Terminated
05/04/2021,Guan's,Enoki Mushroom,Food & Beverages,Potential for Listeria monocytogenes,Guan’s Mushroom Co.,Terminated
05/07/2021,Bloommy,Biotin Collagen Keratin Capsules,Food & Beverages,Undeclared fish,"Bloommy, Inc.",Terminated
05/07/2021,Natural Way,Original Almond butter,Food & Beverages,Undeclared peanuts,Natural Way,Terminated
05/07/2021,365 Everyday Value,365 Everyday Value Whey Protein Powder Natural Vanilla Flavor,Food & Beverages,Undeclared soy allergen,Arizona Nutritional Supplements,
05/13/2021,Jolly Time,Kettle Corn,Food & Beverages,Undeclared milk,JOLLY TIME Pop Corn,
05/14/2021,BUBS Naturals,MCT Oil Powder,Food & Beverages,Undeclared milk,BUBS Naturals,
05/17/2021,Durisan,Hand sanitizer,"Drugs, Contaminants",Product is contaminated with Burkholderia contaminans,Sanit Technologies LLC d/b/a Durisan,
05/17/2021,S&W and O Organic,Organic Black Beans and Organic Chili Beans,Food & Beverages,Compromised hermetic seal/Microbial growth,"Faribault Foods, Inc",
05/19/2021,"DIBAR Labs, ProtectoRx",Hand Sanitizer,Drugs,Presence of methanol,Dibar Nutricional S. de R.L. de C.V.,
05/19/2021,Torn Ranch,Organic Dark Chocolate Blueberries,"Food & Beverages, Allergens, Snack Food Item",Undeclared almonds,"Torn Ranch, LLC",
05/20/2021,Randall,Randall Beans,"Food & Beverages, Foodborne Illness",Potential for underprocessing which could result in Clostridium botulinum contamination,Randall Foods Inc.,
05/20/2021,Peppa Pig,Chocolate Chip Cookies,Food & Beverages,Undeclared egg,Primary Colors Design Corp.,
05/20/2021,Little Hatches,Jalapeno Cream Cheese,Food & Beverages,Listeria monocytogenes,Interstate Food Products,
05/20/2021,Natural Balance,L.I.D. Green Pea & Chicken Dry Cat Formula,"Animal & Veterinary, Food & Beverages, Foodborne Illness, Pet Food",Potential Salmonella Contamination,"Natural Balance Pet Foods, Inc.",
05/25/2021,Medically Minded,Hand Sanitizer,Drugs,Presence of methanol,Global Sanitizers,
05/25/2021,Hurst’s,Fully Cooked Great Northern Beans,Food & Beverages,Potential for under processing,Randall Foods Inc.,
05/26/2021,Full Circle,Organic Microwave Popcorn Salted,Food & Beverages,Undeclared milk,Gilster-Mary Lee,
05/26/2021,Giant Eagle,Chicken Street Taco Kits,"Food & Beverages, Allergens",Undeclared eggs,"Giant Eagle, Inc.",
05/27/2021,Hy-Vee,Chicken Street Taco Kits,"Food & Beverages, Allergens",Undeclared egg,"Hy-Vee, Inc.",
05/27/2021,Tiger Nuts,Tiger Nuts Flour,Food & Beverages,Salmonella,Tiger Nuts Inc.,Terminated
05/28/2021,Little Hatches,"Jalapeno Cream Cheese, Queso and Spicy Queso Dip",Food & Beverages,Listeria monocytogenes,Interstate Food Products,
05/28/2021,Chicken Street,Chicken Street Taco Kit,"Food & Beverages, Allergens",Undeclared egg,The Kroger Co.,Terminated
05/28/2021,Imperia Elita,Imperia Elita Vitaccino Coffee,Drugs,Undeclared Sibutramine and Fluoxetine,Dash Xclusive,
05/28/2021,Marquis Worldwide Specialty Inc,Organic Enoki mushrooms,"Food & Beverages, Foodborne Illness, Produce",Potential L. monocytogenes contamination.,Marquis Worldwide Specialty Inc,
05/28/2021,"Rainfield Marketing Group, Inc.",Enoki mushrooms,"Food & Beverages, Foodborne Illness, Produce",Potential L. monocytogenes contamination,"Rainfield Marketing Group, Inc.",
05/29/2021,Concord Farms,Enoki mushrooms,Food & Beverages,Potential Listeria monocytogenes contamination,Concord Farms,
05/29/2021,Guan’s,Seafood mushrooms,Food & Beverages,Potential Listeria monocytogenes contamination,California Terra Garden Inc.,
06/01/2021,"Sun Hong Foods, Inc",Seafood Mushroom,Food & Beverages,Potential L. monocytogenes contamination,"Sun Hong Foods, Inc",Terminated
06/02/2021,Banner and multiple other brands,"Smoked Fish Products (Salmon, Lox, Trout, and more)","Food & Beverages, Foodborne Illness",Potential Listeria monocytogenes contamination,"Banner Smoked Fish, Inc.",Terminated
06/03/2021,"Sportsman’s Pride, Sprout Sporting, Intimidator, FRM Gold Select",Dog Food Products,"Animal & Veterinary, Pet Food",Salmonella contamination,"Sunshine Mills, Inc.",
06/04/2021,Banner and multiple other brands,Multiple Smoked Fish Products,"Food & Beverages, Foodborne Illness",Potential Listeria monocytogenes contamination,"Banner Smoked Fish, Inc.",
06/04/2021,"Olde Thompson, Sun Harvest",Organic Ground Coriander,Food & Beverages,Potential Salmonella Contamination,"Olde Thompson, Sun Harvest",
06/04/2021,Banner and multiple other brands,"Smoked Fish Products (Salmon, Lox, Trout, and more)",Food & Beverages,Potential Listeria monocytogenes contamination,"Banner Smoked Fish, Inc.",
06/08/2021,Smilin’ Bob’s,Smoked Fish Dip,Food & Beverages,Listeria monocytogenes,Smilin’ Bob’s,
06/08/2021,Tulkoff,Kimchi Aioli,"Food & Beverages, Allergens",Undeclared Soy and Wheat Allergens,Tulkoff Food Products Inc.,Terminated
06/08/2021,Hubbard Feeds,EASY FEED ORGANIC CHICK STARTER/GROWER ORG,Animal & Veterinary,Contains deficient levels of salt,Hubbard Feeds,Terminated
06/08/2021,Beech-Nut,"Stage 1, Single Grain Rice Cereal",Food & Beverages,Presence of Inorganic Arsenic  above Guidance Levels,Beech-Nut,
06/11/2021,Viona Pharmaceuticals Inc.,Metformin Hydrochloride Extended-Release Tablets,Drugs,Contains Nitrosodimethylamine (NDMA) impurities,Viona Pharmaceuticals Inc.,
06/11/2021,Purina,Beef Cattle Feed RangeLand® 30-13 TUB,Animal & Veterinary,"Tubs that are too soft, allowing over-consumption which can lead to urea toxicity.",Purina Animal Nutrition,Terminated
06/13/2021,Freshpet,Select Small Dog Bite Size Beef & Egg Recipe Dog Food,Animal & Veterinary,Potential for Salmonella,Freshpet Inc.,Terminated
06/14/2021,Designed by Nature,"Goat Milk, Cow Milk, and Base Mix Formulas","Food & Beverages, Milk/Milk Product",Products are not intended to be used as infant formula,Designed by Nature,
06/15/2021,Philips,"Philips Bi-Level Positive Airway Pressure (Bi-Level PAP), Continuous Positive Airway Pressure (CPAP), and mechanical ventilator devices",Medical Devices,Potential health risks related to the polyester-based polyurethane (PE-PUR) sound abatement foam component in these devices,Philips,
06/17/2021,Jelco,Hypodermic Needle-Pro Fixed Needle Insulin Syringes,Medical Devices,Skewed odd number line graduation markings on syringe barrels.,Smiths Medical,
06/20/2021,Just Egg,Egg flavored plant-based “bites”,"Food & Beverages, Allergens",Undeclared milk and egg,Cuisine Solutions,Terminated
06/22/2021,Living Free,dietary supplement products,Food & Beverages,Does not declare soy lecithin,"Bea Lydecker’s Naturals, Inc.",Terminated
06/22/2021,Prairie Wolf Distillery,Hand sanitizer packaged in 16.9 fluid ounce and 20 fluid ounce containers that resemble water bottles,Drugs,Packaged in containers resembling water bottles,"Prairie Wolf Spirits, Inc.",
06/22/2021,Durisan,Hand sanitizer and hand sanitizing wipes,Drugs,Microbial contamination,Sanit Technologies LLC d/b/a Durisan,
06/25/2021,Dole™,Fresh Blueberries,Food & Beverages,Cyclospora contamination,"Dole Diversified North America, Inc.",Terminated
06/25/2021,"Censea, Hannaford, Open acres, Honest catch, COS and others","Frozen shrimp, cooked, peeled and deveined (with some packaged with cocktail sauce)","Food & Beverages, Foodborne Illness, Shellfish",Salmonella,Avanti Frozen Foods Pvt. Ltd,
06/28/2021,Trader Joe’s,Dark Chocolate Almond Butter Cups,Food & Beverages,Undeclared peanut protein,Bazzini LLC,Terminated
06/29/2021,Flock Party,Duck treats,"Animal & Veterinary, Pet Food",Potential to be contaminated with Salmonella,"Manna Pro Products, LLC",Terminated
07/01/2021,Teva,Topotecan Injection 4 mg/4 mL (1 mg/mL),Drugs,Presence of particulate matter,Teva Pharmaceuticals,Terminated
07/01/2021,Limar,Hand sanitizer,Drugs,Packaged in bottles that resemble drink containers,Ardil Commercial,
02/10/2020,Blendtopia,Frozen smoothie products,"Food & Beverages, Foodborne Illness, Milk/Milk Product",Potential to be contaminated with Listeria monocytogenes,"Blendtopia Products, LLC",Terminated
02/12/2020,Sunny Select,Au Jus Gravy Mix,"Food & Beverages, Allergens, Gravy/Sauces",Undeclared milk allergen,"McCormick and Company, Inc.",Terminated
02/21/2020,Moonstruck,Praline Pecan & Ginger Element Bar in Dark Chocolate,Food & Beverages,Undeclared milk,Moonstruck Chocolate Co.,
03/03/2020,ReStructure,Vanilla Protein Powder,Food & Beverages,Undeclared Milk,"New Capstone, Inc.",Terminated
03/05/2020,West-Ward,"Ketorolac Tromethamine Injection, USP 30mg/mL, 1 mL Vial",Drugs,Potential Presence of Small Particulates,Hikma Pharmaceuticals USA Inc.,Terminated
03/16/2020,Natural Remedies,Active Male capsules,Drugs,Presence of Undeclared Tadalafil,Natural Remedy Store,Terminated
03/18/2020,Mountain Rose Herbs,Organic Kudzu Root Herbal Supplement,"Dietary Supplements, Food & Beverages, Foodborne Illness, Herbal",Potential to be contaminated with Salmonella,Mountain Rose Herbs,Terminated
