FacName,FacStreet,FacCity,FacState,RegistryID,FacSNCFlg,FacQtrsWithNC,FacInspectionCount,FacFormalActionCount,FacMapFlg,SupOver80CountUsDisp,"DFR URL"
"ST. JOHN'S HARBOR-PLANT #1","302 TARPON BLVD",PALATKA,FL,110013195167,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110013195167
"ST. JOHN'S RIVER CLUB UTILITIES",,,FL,110013195595,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013195595
"ST. JOSEPH ABBEY & KC CAMP","75376 RIVER ROAD ST. BENEDICT",COVINGTON,LA,110025195401,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110025195401
"ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER","703 MAIN STREET",PATERSON,NJ,110001543465,Y,12,3,1,Y,13,https://echo.epa.gov/detailed-facility-report?fid=110001543465
"ST. JOSEPH'S MEDICAL CENTER EAST GARAGE","3005 SQUALICUM PKWY",BELLINGHAM,WA,110071320749,Y,4,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110071320749
"ST. LANDRY COUNCIL ON AGING","2419 JAMES EAGLIN LANE",OPELOUSAS,LA,110043486643,Y,3,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110043486643
"ST. LANDRY PARISH SOLID WASTE COMMISSION- ST. LANDRY PARISH SANITARY LANDFILL","LANDFILL ROAD",BEGGS,LA,110011152073,Y,5,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110011152073
"ST. LANDRY PARISH TOURIST COMMISSION","978 KENNERSON RD",OPELOUSAS,LA,110063703764,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110063703764
"ST. LUCIE COUNTY FAIRGROUNDS",,,FL,110053769052,Y,10,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110053769052
"ST. LUKE COMMUNITY CHURCH",,,IN,110051890520,Y,6,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110051890520
"ST. MARK BAPTIST CHURCH","3461 HIGHWAY 167",OPELOUSAS,LA,110070554674,Y,5,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070554674
"ST. MARTIN PARISH","301 PORT STREET","ST. MARTINVILLE",LA,110030770413,Y,6,1,2,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110030770413
"ST. MARTINVILLE MHP","1021 RUSSO MILLAZZO ROAD","ST. MARTINVILLE",LA,110023141296,Y,8,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110023141296
"ST. MARYS GLACIER WSD","7599 FALL RIVER ROAD","IDAHO SPRINGS",CO,110006781438,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006781438
"ST. MICHAELS MARINA","305 MULBERRY STREET","ST. MICHAELS",MD,110019885999,Y,9,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110019885999
"ST. PAUL WWTP","108 WEBSTER ST","ST PAUL",IN,110006766865,Y,10,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006766865
"ST. PAUL'S SCHOOL FOR BOYS","11152 FALLS ROAD",BROOKLANDVILLE,MD,110002021482,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110002021482
"ST. PAULS CHURCH","5312 OLD BLUE ROCK RD",CINCINNATI,OH,110070670786,Y,10,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070670786
"ST. PETER STP, VILLAGE OF","LONE GROVE ROAD","ST PETER",IL,110009726341,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009726341
"ST. PETER'S VILLAGE STP","3441 SAINT PETERS RD","SAINT PETERS",PA,110010973731,Y,5,17,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010973731
"ST. TAMMANY FIRE DISTRICT 12 - STATION 122","74450 HWY 25",COVINGTON,LA,110045515082,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110045515082
"ST. VINCENT'S HOSPITAL","810 ST VINCENTS DRIVE",BIRMINGHAM,AL,110040087624,Y,11,2,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110040087624
"STACY EQUIPMENT AND REPAIR","RT 52",GILBERT,WV,110032828028,Y,11,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110032828028
"STADELMAN FRUIT INC CHEYNE","100 CHEYNE RD",ZILLAH,WA,110015538364,Y,9,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110015538364
"STADELMAN FRUIT INC MEADE DRIVE","111 MEADE ST",ZILLAH,WA,110015421211,Y,10,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110015421211
"STADELMAN FRUIT NORTHSTONE","200 W NORTHSTONE PKWY",ZILLAH,WA,110070055426,Y,10,2,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070055426
"STADIUM FOREIGN AUTO PARTS INC","7071 LOWELL BLVD",WESTMINSTER,CO,110002971124,Y,10,0,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110002971124
"STAGE STOP PIT","SH 114 NEAR CR CC 36","SAGUACHE COUNTY",CO,110070072761,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070072761
"STAGECOACH RV RANCH",,,NM,110049392581,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110049392581
"STAIMAN BROS/WILLIAMSPORT SCRAP YARD","201 HEPBURN STREET",WILLIAMSPORT,PA,110010265346,Y,2,3,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110010265346
"STAIMAN RECYCLING HANOVER","213 POPLAR ST",HANOVER,PA,110024411082,Y,8,1,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110024411082
"STAINLESS FOUNDRY & ENGINEERING INC","5150 NORTH 35TH STREET",MILWAUKEE,WI,110000418619,Y,11,3,1,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110000418619
"STAINLESS STEEL MIDWEST","2615 E HWY 146","LA GRANGE",KY,110070023998,Y,10,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070023998
"STALLION OILFIELD CONSTRUCTION",,,,110070785811,Y,10,0,0,N,,https://echo.epa.gov/detailed-facility-report?fid=110070785811
"STALLION OILFIELD SERVICES LTD - PORT OF VERMILION FACILITY","9625 VORHOFF RD LOT 19",ABBEVILLE,LA,110012269124,Y,2,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110012269124
"STALLION SPRINGS WWTF","28500 STALLION SPRINGS DR",TEHACHAPI,CA,110006783463,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006783463
"STAMAIN RECYCLING","RAIL BREAKING DIV",WILLIAMSPORT,PA,110022569709,Y,2,3,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110022569709
"STAMBAUGH'S INC-REDI MIX CONCR","1 RAILROAD AVENUE","UNION BRIDGE",MD,110009917162,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009917162
"STANCIL'S, INC. FURNACE BAY MINE","499 MOUNTAIN HILL ROAD",PERRYVILLE,MD,110006642080,Y,2,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110006642080
"STANDARD COATING CORP","461 BROAD AVE",RIDGEFIELD,NJ,110000801696,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000801696
"STANDARD CONCRETE PRODUCTS","1848 HOLLYWOOD ROAD NW",ATLANTA,GA,110059111189,Y,12,1,0,Y,12,https://echo.epa.gov/detailed-facility-report?fid=110059111189
"STANDARD CONCRETE PRODUCTS","6 HATCHCOVER RD",SAVANNAH,GA,110012207085,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012207085
"STANDING PINE WWTF","CHOCTAW CIRCLE",CONEHATTA,MS,110009862149,Y,10,0,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110009862149
"STANDRIDGE COLOR CORPORATION","455 HOOD RD",JASPER,GA,110070894242,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070894242
"STANFORD MEDICINE OUTPATIENT CENTER","450 BROADWAY ST","REDWOOD CITY",CA,110037380731,Y,9,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110037380731
"STANISLAUS FOOD PRODUCTS CO","1202 D STREET",MODESTO,CA,110001187885,Y,6,6,3,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110001187885
"STANLEY AD MHP, LLC","13664 GLEN ELLIS RD, LOT 11",WALKER,LA,110009016386,Y,11,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110009016386
"STANLEY CITY OF STP","CITY CLERK - CITY HALL",STANLEY,IA,110010033212,Y,5,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010033212
"STANLEY CREEK WWTP 2","1800' E INTX JC MAPLES RD AND FM 121",GUNTER,TX,110027859404,Y,9,4,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110027859404
"STANLEY ELEMENTARY SCHOOL","10 WHITMAN ROAD",SWAMPSCOTT,MA,110055212247,Y,2,0,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110055212247
"STANLEY HERITAGE SURFACE MINE","SHAFFER ROAD",MADISON,WV,110069585791,Y,11,7,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110069585791
"STANLEY POTPOURRI LLC - POTPOURRI VILLAGE","1000 RENAUD DRIVE #98",SCOTT,LA,110011150271,Y,3,1,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110011150271
"STANLEY WORKS HAND TOOLS DIV.","600 MYRTLE ST.","NEW BRITAIN",CT,110000315249,Y,6,2,1,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110000315249
"STANTON DYNAMICS PLT","7032 PANSY RINGOLD ROAD",BROOKVILLE,PA,110009158758,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009158758
"STANTON HILLS COMMUNITY STP","RR 1 NORTH EAST RD","NEW STANTON",PA,110010213857,Y,12,17,18,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010213857
"STANTON, CITY OF","JCT OF KY 317 & KY 7",STANTON,KY,110055235721,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110055235721
"STANWICH CLUB",,,CT,110049801032,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110049801032
"STANWICH COUNTRY CLUB","888 NORTH ST",GREENWICH,CT,110030367840,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110030367840
"STANWOOD STORAGE","8618 270TH ST NW",STANWOOD,WA,110071336263,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071336263
"STAPLEHURST WASTEWATER TREATMENT FACILITY","155 SOUTH 3RD STREET",STAPLEHURST,NE,110011035833,Y,5,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110011035833
"STAR CITY - SUNOCO LLC","437 INDUSTRIAL AVENUE","STAR CITY",WV,110070894159,Y,1,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070894159
"STAR CITY MUNICIPAL GARAGE","109 NUMBER 8 HOLLOW",MORGANTOWN,WV,110066902105,Y,2,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110066902105
"STAR LAKE CROSSING","3032 S 272ND AND 26809 MILITARY RD S",KENT,WA,110071181805,Y,5,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071181805
"STAR LAKE HUMATE MINE","STAR LAKE ROAD",CUBA,NM,110066878971,Y,11,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110066878971
"STAR PALLET","5155 ST STEPHENS ROAD","EIGHT MILE",AL,110070032734,Y,11,2,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110070032734
"STAR RIDGE LAND LLC LLC [898-8214]","5263 KY 194 E",KIMPER,KY,110071405414,Y,1,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071405414
"STAR SERVICE AUTO REPAIR","36-26 35TH STREET",ASTORIA,NY,110019174506,Y,12,0,1,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110019174506
"STAR VALLEY RANCH, TOWN OF",,,WY,110013032057,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110013032057
"STARBUCKS MANUFACTURING CORP","11 VALENCIA WAY",AUGUSTA,GA,110055600121,Y,1,1,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110055600121
"STARCK PROPERTY MANAGEMENT PRIVATE SEWAGE DISPOSAL SYSTEM","6N284 RIVERSIDE DRIVE","CITY OF SAINT CHARLES",IL,110070894251,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070894251
"STARFISH RESTAURANT","3027 HWY 1","GRAND ISLE",LA,110041902910,Y,3,0,1,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110041902910
"STARK JONES CREEK PIT","THE CORNER OF FM 2004 & HWY 36 JONES CREEK TEXAS",BRAZORIA,TX,110071348510,Y,1,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071348510
"STARK JONES CREEK SAND PIT","AT THE INTERSECTION OF FM 2004 & HWY 36 GO NE ON F","JONES CREEK",TX,110070357708,Y,1,1,2,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110070357708
"STARK MATERIALS","1900 W. WASHINGTON",BLOOMINGTON,IL,110002387818,Y,12,0,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110002387818
"STARK NORTHEAST OIL CORP","1878 MAXON RD.",SCHENECTADY,NY,110006528953,Y,6,2,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110006528953
"STARKEL ESTATES","8719 128TH ST E",PUYALLUP,WA,110071309253,Y,4,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071309253
"STARKIST SAMOA INC","MAIN ROAD","PAGO PAGO",AS,110045691391,Y,8,3,0,Y,T,https://echo.epa.gov/detailed-facility-report?fid=110045691391
"STARKS AND SONS DAIRY","949 CR 23",CLOVIS,NM,110028167800,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110028167800
"STARKVILLE WASTEWATER TREATMENT FACILITY","305 SAND ROAD",STARKVILLE,MS,110002307343,Y,5,3,1,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110002307343
"STARLAND HB, INC.",,,MN,110013073565,Y,9,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013073565
"STARLIGHT VILLAGE","HC 3","REEDS SPRING",MO,110010667484,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110010667484
"STARR RANCH GROWERS/CUSTOM APPLE PACKERS","1701 F ST SW",QUINCY,WA,110015467243,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015467243
"STARRLITE VILLAGE 4TH ADDITION","BLUE SPRINGS LANE","BRANSON WEST",MO,110044888477,Y,10,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110044888477
"STARVAGGI IND.","401 PENNSYLVANIA AVENUE",WEIRTON,WV,110020047171,Y,11,1,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110020047171
"STATE EQUIPMENT","560 GOFF MOUNTAIN ROAD","CROSS LANES",WV,110005549950,Y,12,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110005549950
"STATE FARM INSURANCE","4402 HWY 22 WEST",MANDEVILLE,LA,110016684417,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110016684417
"STATE FARM INSURANCE OFFICE","5636 SPRINGDALE RD",CINCINNATI,OH,110064575927,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110064575927
"STATE IND 22 MINE","212 BIRCKBICHLER RD",PETROLIA,PA,110070053186,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070053186
"STATE LINE SALVAGE INC","2632 ROBERT FULTON HIGHWAY","PEACH BOTTOM",PA,110009115288,Y,9,3,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110009115288
"STATE OFFICE BUILDING MS4 STORM SEWERS",STATE-WIDE,ALBANY,NY,110037104754,Y,5,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110037104754
"STATE POLICE BARRACKS GIBSON",,,PA,110051860376,Y,7,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110051860376
"STATE ROUTE 99 AT PORTER WAY INTERSECTION IMPROVEMENTS",UNSPECIFIED,MILTON,WA,110071299294,Y,4,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071299294
"STAY A WHILE RV PARK WWTP","10101 ST HWY 31 E",MURCHISON,TX,110070201890,Y,8,5,1,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070201890
"STAYBRIDGE SUITES POOL - ANN ARBOR","3850 RESEARCH PARK DRIVE","ANN ARBOR",MI,110070237421,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070237421
"STAYTON WASTEWATER TREATMENT FACILITY","950 JETTERS WAY",STAYTON,OR,110070001159,Y,2,2,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070001159
"STC NEW ENGLAND LLC DBA SUN TAN CITY","103 RIVER RD",CHELSEA,ME,110071355331,Y,6,1,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110071355331
"STEAMBOAT MOUNTAIN SCHOOL","42605 CR 36","STEAMBOAT SPRINGS",CO,110070741858,Y,12,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070741858
"STEAMBOAT MOUNTAIN WSC",,,TX,110012899827,Y,4,0,1,Y,,https://echo.epa.gov/detailed-facility-report?fid=110012899827
"STEEL DYNAMICS INC FLAT ROLL GROUP COLUMBUS DIV","1945 AIRPORT RD",COLUMBUS,MS,110041596902,Y,12,11,1,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110041596902
"STEEL DYNAMICS INCORPORATED","4500 CR 59",BUTLER,IN,110000592396,Y,12,8,7,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000592396
"STEEL DYNAMICS STRUCTURAL","2601 CR 700 EAST","COLUMBIA CITY",IN,110009569216,Y,7,8,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009569216
"STEEL FAB ENTERPRISES","623 BAUMGARDNER RD",LANCASTER,PA,110045347932,Y,4,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110045347932
"STEELE RANCH","1254 US 84","FORT SUMNER",NM,110070838816,Y,11,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070838816
"STEELE SEPTIC SERVICE","3176 WILSON ROAD",REPUBLIC,MO,110042662972,Y,12,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110042662972
"STEELEVILLE STP","701 SOUTH LOCUST STREET",STEELEVILLE,IL,110010831957,Y,9,3,2,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110010831957
"STEELMAN DUFF INC","1490 FAIR ST",CLARKSTON,WA,110036124280,Y,5,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110036124280
"STEEPLECHASE APARTMENTS","10337 SOCIETY PARK DRIVE",COCKEYSVILLE,MD,110012805562,Y,7,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012805562
"STEGEMAN & SUBRA PROPERTIES, LLC- ROSE PINE MOBILE HOME COMMUNITY","1795 SMEDE HWY","SAINT MARTINVILLE",LA,110070625769,Y,9,1,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070625769
"STEGER, VILLAGE OF","35 WEST 34TH ST",STEGER,IL,110018320244,Y,12,0,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110018320244
"STEILACOOM MAINTENANCE FACILITY","1100 DEGGS",STEILACOOM,WA,110005337554,Y,4,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110005337554
"STEILACOOM PUBLIC WORKS","1030 ROE ST",STEILACOOM,WA,110005350459,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110005350459
"STEIN STEEL MILL SERVICES, INC.","14 IMS DRIVE",COATESVILLE,PA,110070263069,Y,3,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070263069
"STELLA JONES CORP/MCALISTERVILLE","ROUTE 235 RD 1","MC ALISTERVILLE",PA,110007752967,Y,7,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110007752967
"STELLA STP","8525 OCEAN BEACH HWY",LONGVIEW,WA,110015674260,Y,8,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015674260
"STELLA WASTEWATER TREATMENT FACILITY","MAIN ST",STELLA,NE,110008951535,Y,3,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110008951535
"STELLA-JONES CORP","RURAL ROUTE 3 GUY AVENUE","DU BOIS",PA,110000603482,Y,7,12,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110000603482
"STELLE COMMUNITY ASSOCIATION STP","SEC. 35, T29N, R9E, 3PM",STELLE,IL,110009988424,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009988424
"STENGER/BOND DEEP  AND SURFACE MINES","P.O. BOX 4460",CLARKSBURG,WV,110069580046,Y,11,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110069580046
"STENTECH PHOTO STENCIL, LLC - 16080 TABL","16080 TABLE MOUNTAIN PKWY STE 100",GOLDEN,CO,110066954175,Y,10,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110066954175
"STEPAN COMPANY","100 W HUNTER AVE",MAYWOOD,NJ,110000320395,Y,9,10,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000320395
"STEPAN DISTRIBUTION CTR","2900 MILLSDALE RD",JOLIET,IL,110043221983,Y,11,0,3,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110043221983
"STEPHEN GALUSHA RESIDENCE","187 SPENCER LANE",TRASKWOOD,AR,110070063370,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070063370
"STEPHEN HANEY","388 COUNTRYSIDE DR",BISMARCK,AR,110069499929,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110069499929
"STEPHENS COUNTY SCHOOLS  (OLD MIDDLE SCHOOL SITE WPCP)","87 SCHOOL CIRCLE",EASTANOLLEE,GA,110012322361,Y,10,1,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110012322361
"STEPHENS PIPE AND STEEL LLC","2891 STATE HWY 160",WARRIOR,AL,110038520026,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038520026
"STEPHENSON WWTP","S 502 SECTION ST",STEPHENSON,MI,110006740562,Y,12,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006740562
"STEPPING STONE MINISTRY",,,TX,110063357371,Y,6,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110063357371
"STEPPING STONES ESTATES","1644 GAULT ST",SUMNER,WA,110070255171,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070255171
"STEPTOE BUTTE HERITAGE SITE STATE PARK",UNSPECIFIED,GARFIELD,WA,110071179772,Y,5,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071179772
"STERICYCLE ENVIRONMENTAL SOLUTIONS","1701 E ALEXANDER AVE",TACOMA,WA,110014328245,Y,12,5,6,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110014328245
"STERICYCLE ENVIRONMENTAL SOLUTIONS, INC.","421 LYCASTE AVENUE",DETROIT,MI,110000406828,Y,12,8,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000406828
"STERICYCLE SPECIALTY WASTE SOLUTIONS","2850 100TH CT NE",BLAINE,MN,110020714529,Y,6,4,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110020714529
"STERLING AMBASSADOR TOWERS","691 S IROLO ST","LOS ANGELES",CA,110006783846,Y,9,3,1,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110006783846
"STERLING BREEN CRUSHING SUTTON PIT","28 LEWIS RD",OAKVILLE,WA,110040113098,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110040113098
"STERLING HILLS ESTATES PH 3 LENNAR","N APEX RD & ANDERSON HILL RD",SILVERDALE,WA,110042144541,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110042144541
"STERLING PERFORMANCE, INC.","54420 PONTIAC TRL",MILFORD,MI,110003672017,Y,12,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110003672017
"STERLING VENTURES LLC DBA STERLING MATERIALS","100 SIERRA DR",VERONA,KY,110009958288,Y,2,3,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110009958288
"STERLING WASTEWATER TREATMENT FACILITY","185 S MAIN STREET",STERLING,NE,110009113994,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009113994
"STEROID LABORATORY","701 COOPER RD SUITE 14","VOORHEES TOWNSHIP",NJ,110004255494,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110004255494
"STETSON HEIGHTS",UNSPECIFIED,"PORT ORCHARD",WA,110071177031,Y,10,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071177031
"STETSONVILLE, VILLAGE OF","200 NORTH CHURCH STREET",STETSONVILLE,WI,110010848887,Y,5,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010848887
"STEVE AMES PRIVATE SEWAGE DISPOSAL SYSTEM","1042 NORTH SHORE DRIVE",MOLINE,IL,110071096665,Y,5,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071096665
"STEVE HORN PERMIT","1 MILE NE OF DIXIANA ON STEVE HORN BRANCH",DIXIANA,VA,110070925277,Y,6,32,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070925277
"STEVE SLAUGHTER","6128 MT. HOLLY RD","EL DORADO",AR,110070569020,Y,11,0,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110070569020
"STEVE WARDEN","2555 S ED EDWARDS RD",FAYETTEVILLE,AR,110070923309,Y,9,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070923309
"STEVE'S AUTO PARTS II S 61ST FAC","3331 SOUTH 61ST STREET",PHILADELPHIA,PA,110022428470,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110022428470
"STEVE'S RV PARK","125 DELTRA HARDIN RD",HACKBERRY,LA,110070390543,Y,9,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070390543
"STEVEN ELY PRIVATE SEWAGE DISPOSAL SYSTEM","15517 N LAKEVIEW DR",EFFINGHAM,IL,110070869255,Y,6,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070869255
"STEVENS TRAIL STP","STEVEN'S TRAIL STP","NEW BRIGHTON",PA,110010959347,Y,10,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010959347
"STEVENSON (UTIL. BOARD OF THE TOWN OF)",,,AL,110013244952,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110013244952
"STEVENSON VILLAGE","3205 OLD POST DRIVE",PIKESVILLE,MD,110042366481,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110042366481
"STEVENWOOD SUBDIVISION","NEAR SURVEYOR",SURVEYOR,WV,110037939210,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110037939210
"STEWARD MACHINE CO.","2431 AIRPORT ROAD",BAINBRIDGE,GA,110001750766,Y,12,1,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110001750766
